codigo,informalidad_2005
15500,86.85523986816406
15507,96.58944702148438
15511,92.67759704589844
15514,92.93598175048828
15516,76.30184936523438
15518,88.80994415283203
15522,89.11917114257812
15531,93.39485168457031
15533,94.503173828125
15537,60.74074172973633
15542,94.77484893798828
15550,96.06741333007812
15572,89.810791015625
15580,97.18798065185547
15599,88.83333587646484
15600,96.51651763916016
15621,89.78102111816406
15632,92.74292755126953
15638,94.61847686767578
15646,87.1304702758789
15660,91.42335510253906
15664,94.85396575927734
15667,95.53140258789062
15673,88.78787994384766
15676,91.2114028930664
15681,99.02821350097656
15686,95.60185241699219
15690,85.30326843261719
15693,81.1367416381836
15696,93.95404815673828
15720,90.10101318359375
15723,85.66879272460938
15740,97.45381927490234
15753,88.48747253417969
15755,95.50204467773438
15757,86.26345825195312
15759,70.75894165039062
15761,83.91608428955078
15762,97.25274658203125
15763,86.87615203857422
15764,97.86898040771484
15774,93.94976806640625
15776,94.64094543457031
15778,95.15418243408203
15790,87.0893783569336
15798,91.47286987304688
15804,95.06416320800781
15806,81.74425506591797
15808,96.56488800048828
15810,93.28466796875
15814,88.9610366821289
15816,97.2246322631836
15820,82.13925170898438
15822,97.94437408447266
15832,93.00411224365234
15835,90.45801544189453
15837,84.7741928100586
15839,85.60606384277344
15842,93.68892669677734
15861,91.03486633300781
15879,97.9643783569336
15897,94.768310546875
17001,59.48419952392578
17013,91.13871765136719
17042,91.35263061523438
17050,90.26302337646484
17088,88.75428009033203
17174,75.04315948486328
17272,93.68727111816406
17380,83.14712524414062
17388,90.90019226074219
17433,91.04685974121094
17442,83.47599792480469
17444,92.92514038085938
17446,88.42105102539062
17486,89.5879898071289
17495,86.80781555175781
17513,88.84548950195312
17524,84.47472381591797
17541,89.01335906982422
17614,85.87560272216797
17616,91.87017822265625
17653,88.7774429321289
17662,94.59503173828125
17665,89.75409698486328
17777,92.33979034423828
17867,90.55845642089844
17873,62.1433219909668
17877,87.40288543701172
18001,80.44175720214844
18029,93.08600616455078
18094,93.05098724365234
18150,96.55400848388672
18205,93.27830505371094
18247,89.94953155517578
18256,95.09741973876953
18410,96.03924560546875
18460,92.6093521118164
18479,93.96226501464844
18592,93.81121826171875
18610,96.16841888427734
18753,96.23602294921875
18756,97.2315444946289
18785,98.70967864990234
