codigo,anno,MERF_resultados_repro
68547,2016,58.82729946666687
68572,2016,74.3479244513331
68669,2016,85.96201787366667
68679,2016,63.35837562530333
68682,2016,77.60576304433266
68689,2016,77.51943850699999
68770,2016,88.7265455316671
68773,2016,89.65366941666682
70001,2016,70.7408760473335
70110,2016,89.5326922910004
70215,2016,82.07741450100043
70429,2016,90.39461477100015
70473,2016,86.13193896933332
70708,2016,86.35457628400022
70713,2016,88.8451272773336
70717,2016,85.3782107763333
70742,2016,85.88225206833344
73001,2016,57.650780108666666
73026,2016,79.22168522433304
73030,2016,63.389180137665804
73055,2016,78.989436015667
73168,2016,78.70920990633353
73226,2016,89.23549554833386
73268,2016,69.41663305533346
73319,2016,83.72899138866713
73347,2016,83.22230050933356
73349,2016,65.48255345863639
73408,2016,71.27903826966634
73443,2016,76.30236510100052
73483,2016,85.20712172933358
73547,2016,69.78562611766604
73555,2016,84.33620312933314
73624,2016,80.6324695803332
73671,2016,78.48727834933369
73686,2016,85.231389566
73861,2016,74.21210105233304
76001,2016,53.62816945133311
76036,2016,76.24775033233372
76054,2016,85.55549384833408
76109,2016,65.76957491133314
76111,2016,57.20644161166643
76113,2016,63.331795250666275
76122,2016,82.32837862366749
76130,2016,58.71097328299944
76147,2016,65.92141335100038
76233,2016,79.44409976000009
76243,2016,86.52875086366687
76248,2016,63.699973940666425
76275,2016,68.50858619733317
76364,2016,63.524375574000224
76497,2016,74.78641921166655
76520,2016,55.54850347199989
76563,2016,64.11136432466621
76622,2016,72.85880659533336
76736,2016,75.07176795099986
76834,2016,61.28916222433303
76863,2016,85.33993333866657
76892,2016,50.12482119766606
81001,2016,64.92109008566668
85001,2016,55.717816762333015
86001,2016,65.45934955433306
91001,2016,63.28802414833264
94001,2016,66.4005174726663
95001,2016,67.96004388799996
97001,2016,63.216621399332404
99001,2016,67.60493386033322
5001,2021,41.538354764570514
5002,2021,61.88208783140099
5031,2021,72.6503306307088
5034,2021,82.73576580712195
5045,2021,59.73049563891754
5079,2021,65.67949483404766
5088,2021,41.21106937265793
5093,2021,85.1632580124539
5120,2021,85.92125038620195
5129,2021,31.53773933049724
5142,2021,83.3094961389317
5154,2021,84.50614025752961
5172,2021,64.96073011238111
5212,2021,40.003519496700044
5266,2021,28.021670841912083
5282,2021,68.54368017052624
5308,2021,44.338662889600926
5318,2021,39.19632714272158
5360,2021,35.51270166388519
5361,2021,76.59871161900158
5380,2021,37.082771489973005
5411,2021,76.872491361194207
5425,2021,70.4571831292164
5440,2021,61.03028531965812
5467,2021,63.209365545306035
5480,2021,70.84925860995466
5579,2021,68.92543615446876
5591,2021,65.60172039101406
5604,2021,75.912073397292815
5607,2021,33.48425703279002
5615,2021,40.56282251189655
5631,2021,27.79280434061408
5647,2021,73.25530173917083
5679,2021,70.15100858827411
5790,2021,92.23037649194737
5809,2021,48.894950584395446
5837,2021,66.95471277487532
5847,2021,76.91468396197024
5887,2021,66.66838806701527
5893,2021,86.5586591369637
5895,2021,87.8464640443034
8001,2021,63.36794914173171
8078,2021,74.78956419677851
8421,2021,88.74753996099865
8433,2021,69.35446784006702
8549,2021,77.13113186622468
8558,2021,76.24668165968599
8573,2021,62.65966428769082
8634,2021,74.06434284028923
8638,2021,76.49037861175204
8758,2021,65.03386716787088
8849,2021,85.47802138807346
11001,2021,42.13932844941439
13001,2021,63.2048144995754
13042,2021,89.17320098773766
13052,2021,75.99695316204087
13160,2021,77.08410763814334
13212,2021,87.86796277244568
13244,2021,85.75122643364948
13430,2021,85.89029411978858
13433,2021,89.86557496138398
13442,2021,92.5958485377981
13473,2021,81.95668972270494
13600,2021,87.38420780014152
13670,2021,85.04897865819045
13688,2021,86.09410002722566
13780,2021,94.93608308344054
13836,2021,70.8765674807351
13838,2021,78.4758256420303
13873,2021,90.84016956558474
15001,2021,44.62109641496931
15087,2021,67.23446546795019
15090,2021,93.15807660023272
15092,2021,34.01150034704646
15106,2021,70.77605521723846
15162,2021,69.52252309279102
15176,2021,61.71482729260505
15185,2021,92.68891782845932
15187,2021,75.49459815580529
15204,2021,68.9743912496587
15238,2021,46.005863330257746
15244,2021,75.19301998364568
15272,2021,50.692202645599835
15332,2021,89.00028016753889
15380,2021,95.03833916599697
15455,2021,69.62661821032275
15494,2021,89.55081700300448
15500,2021,78.9972266733866
15511,2021,85.27347135532598
15516,2021,43.59968918870987
15531,2021,84.6909881940198
15537,2021,52.618861341024456
15572,2021,68.69265158440693
15599,2021,83.40238704097543
15600,2021,74.584093038070165
15759,2021,55.88963928578324
15763,2021,73.25392686996946
15790,2021,54.410134713560254
15806,2021,55.4345349472309
15808,2021,78.32977144498048
15814,2021,67.1197706182189
15816,2021,84.22258189422534
15832,2021,95.21701340916324
15837,2021,71.27998927087667
15861,2021,82.88779897165888
15897,2021,88.56426280941001
17001,2021,37.2690541775845
17013,2021,73.20615884372431
17042,2021,79.22400599674481
17174,2021,58.802412168479236
17272,2021,82.18221730938836
17380,2021,63.415752412560046
17433,2021,77.70302181134294
17446,2021,77.55900272193051
17513,2021,74.29236618355975
17541,2021,69.17214884936045
17614,2021,72.03088836265232
17616,2021,81.58341843552091
17665,2021,86.06319221753019
17777,2021,70.4178874810331
17873,2021,40.513402513767616
18001,2021,67.45879335249147
18205,2021,89.8590601732269
18247,2021,82.38891118369848
18256,2021,85.83971909899135
18410,2021,86.36255806718373
18460,2021,81.9097169303115
18592,2021,77.52511456384713
18610,2021,83.80442509304899
18753,2021,84.78344875193184
19001,2021,58.02761735706435
19100,2021,94.99076123682987
19110,2021,83.4386791644198
19130,2021,89.80402594827974
19142,2021,64.41209412009518
19212,2021,78.10543167279702
19256,2021,89.18107793419823
19290,2021,94.42440786064329
19318,2021,91.73380118326244
19355,2021,92.82870907188835
